episode,behaviour,first_seen,last_seen,times_emerged,max_adoption
1,"IF,no berries,high health,medium society wellbeing,THEN,move",0,74,75,1.0
1,"IF,low berries,high health,medium society wellbeing,THEN,eat",1,74,74,1.0
1,"IF,low berries,high health,high society wellbeing,THEN,eat",13,74,62,1.0
1,"IF,no berries,high health,high society wellbeing,THEN,move",17,74,58,1.0
1,"IF,no berries,high health,low society wellbeing,THEN,move",71,74,4,0.75
