episode,behaviour,first_seen,last_seen,times_emerged,max_adoption
1,"IF,no berries,high health,medium society wellbeing,THEN,move",0,74,75,1.0
1,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,74,73,1.0
1,"IF,no berries,high health,high society wellbeing,THEN,move",12,74,63,1.0
1,"IF,low berries,high health,high society wellbeing,THEN,eat",16,74,59,1.0
1,"IF,no berries,high health,low society wellbeing,THEN,move",64,74,11,0.75
