agent_id,episode,step,berries,berries_consumed,berries_foraged,berries_thrown,health,wellbeing,action,dead,num_behaviours
0,1,0,1,0,1,0,0.94,21.5,move,False,1
1,1,0,1,0,1,0,0.94,21.5,move,False,1
2,1,0,1,0,1,0,0.94,21.5,move,False,1
3,1,0,1,0,1,0,0.94,21.5,move,False,1
0,1,1,1,1,1,0,1.23,26.333333333333336,eat,False,2
1,1,1,2,0,2,0,0.8799999999999999,26.333333333333332,move,False,2
2,1,1,0,0,1,1,0.8799999999999999,14.666666666666666,throw,False,2
3,1,1,1,0,1,0,0.8799999999999999,20.5,move,False,2
0,1,2,2,1,2,0,1.17,31.166666666666664,move,False,3
1,1,2,2,0,2,1,0.8199999999999998,25.333333333333332,throw,False,3
2,1,2,0,0,1,2,0.8199999999999998,13.666666666666664,throw,False,2
3,1,2,1,0,1,1,0.8199999999999998,19.5,throw,False,3
0,1,3,1,2,2,0,1.46,30.166666666666668,eat,False,4
1,1,3,2,0,2,2,0.7599999999999998,24.33333333333333,throw,False,3
2,1,3,0,0,1,3,0.7599999999999998,12.666666666666664,throw,False,2
3,1,3,1,0,1,2,0.7599999999999998,18.5,throw,False,3
0,1,4,1,2,2,0,1.4,29.166666666666668,move,False,4
1,1,4,2,0,2,3,0.6999999999999997,23.33333333333333,throw,False,3
2,1,4,1,0,1,3,0.6999999999999997,17.499999999999996,move,False,2
3,1,4,0,0,1,3,0.6999999999999997,11.666666666666663,throw,False,3
0,1,5,1,2,2,0,1.3399999999999999,28.166666666666668,move,False,4
1,1,5,2,0,2,4,0.6399999999999997,22.33333333333333,throw,False,4
2,1,5,0,0,1,4,0.6399999999999997,10.666666666666663,throw,False,3
3,1,5,1,0,1,4,0.6399999999999997,16.499999999999996,throw,False,4
0,1,6,2,2,3,0,1.2799999999999998,33.0,move,False,5
1,1,6,2,0,2,5,0.5799999999999996,21.33333333333333,throw,False,5
2,1,6,0,0,1,5,0.5799999999999996,9.66666666666666,throw,False,3
3,1,6,1,0,1,5,0.5799999999999996,15.499999999999995,throw,False,4
0,1,7,3,2,4,0,1.2199999999999998,37.83333333333333,move,False,6
1,1,7,2,0,3,6,0.5199999999999996,20.333333333333325,throw,False,5
2,1,7,2,0,2,5,0.5199999999999996,20.333333333333325,move,False,4
3,1,7,2,0,2,5,0.5199999999999996,20.333333333333325,move,False,5
0,1,8,3,3,5,0,1.5099999999999998,42.666666666666664,eat,False,6
1,1,8,1,0,3,7,0.4599999999999996,13.499999999999995,throw,False,5
2,1,8,3,0,3,5,0.4599999999999996,25.166666666666657,move,False,5
3,1,8,3,0,2,5,0.4599999999999996,25.166666666666657,move,False,6
0,1,9,4,3,6,0,1.4499999999999997,47.49999999999999,move,False,6
1,1,9,2,0,3,8,0.3999999999999996,18.33333333333333,throw,False,5
2,1,9,3,0,3,6,0.3999999999999996,24.166666666666657,throw,False,6
3,1,9,2,0,2,6,0.3999999999999996,18.33333333333333,throw,False,7
0,1,10,5,3,7,0,1.3899999999999997,52.33333333333333,move,False,7
1,1,10,2,0,3,9,0.3399999999999996,17.33333333333333,throw,False,5
2,1,10,3,0,3,7,0.3399999999999996,23.166666666666657,throw,False,6
3,1,10,2,0,2,7,0.3399999999999996,17.33333333333333,throw,False,7
0,1,11,6,3,8,0,1.3299999999999996,57.16666666666666,move,False,7
1,1,11,3,0,4,9,0.2799999999999996,22.166666666666657,move,False,6
2,1,11,2,0,3,8,0.2799999999999996,16.333333333333325,throw,False,6
3,1,11,3,0,2,7,0.2799999999999996,22.166666666666657,move,False,7
0,1,12,6,3,8,0,1.2699999999999996,56.16666666666666,move,False,7
1,1,12,2,1,4,9,0.5699999999999996,21.16666666666666,eat,False,7
2,1,12,1,1,3,8,0.5699999999999996,15.333333333333327,eat,False,7
3,1,12,2,1,2,7,0.5699999999999996,21.16666666666666,eat,False,8
0,1,13,7,3,9,0,1.2099999999999995,60.99999999999999,move,False,7
1,1,13,2,1,4,10,0.5099999999999996,20.16666666666666,throw,False,7
2,1,13,1,1,3,9,0.5099999999999996,14.333333333333327,throw,False,7
3,1,13,2,1,2,8,0.5099999999999996,20.16666666666666,throw,False,8
0,1,14,7,3,9,0,1.1499999999999995,59.999999999999986,move,False,7
1,1,14,2,1,4,11,0.44999999999999957,19.166666666666657,throw,False,7
2,1,14,2,1,3,10,0.44999999999999957,19.166666666666657,throw,False,7
3,1,14,1,1,2,9,0.44999999999999957,13.333333333333327,throw,False,8
0,1,15,8,3,10,0,1.0899999999999994,64.83333333333333,move,False,7
1,1,15,2,1,4,12,0.38999999999999957,18.166666666666657,throw,False,7
2,1,15,1,1,3,11,0.38999999999999957,12.333333333333327,throw,False,7
3,1,15,2,1,2,9,0.38999999999999957,18.166666666666657,move,False,8
0,1,16,8,3,10,0,1.0299999999999994,63.83333333333332,move,False,7
1,1,16,1,1,4,13,0.32999999999999957,11.333333333333325,throw,False,7
2,1,16,2,1,3,12,0.32999999999999957,17.16666666666666,throw,False,7
3,1,16,2,1,2,10,0.32999999999999957,17.16666666666666,throw,False,8
0,1,17,7,4,10,0,1.3199999999999994,62.83333333333332,eat,False,8
1,1,17,1,1,4,14,0.2699999999999996,10.333333333333327,throw,False,7
2,1,17,2,1,3,13,0.2699999999999996,16.16666666666666,throw,False,7
3,1,17,2,1,2,11,0.2699999999999996,16.16666666666666,throw,False,8
0,1,18,6,5,10,0,1.6099999999999994,61.83333333333332,eat,False,8
1,1,18,0,2,4,14,0.5599999999999996,9.333333333333327,eat,False,8
2,1,18,1,2,3,13,0.5599999999999996,15.16666666666666,eat,False,8
3,1,18,1,2,2,11,0.5599999999999996,15.16666666666666,eat,False,9
0,1,19,5,6,10,0,1.8999999999999995,60.83333333333333,eat,False,9
1,1,19,0,2,4,15,0.4999999999999996,8.333333333333327,throw,False,9
2,1,19,1,2,3,14,0.4999999999999996,14.16666666666666,throw,False,9
3,1,19,1,2,2,12,0.4999999999999996,14.16666666666666,throw,False,10
0,1,20,4,7,10,0,2.1899999999999995,59.83333333333333,eat,False,9
1,1,20,0,2,4,16,0.4399999999999996,7.333333333333327,throw,False,9
2,1,20,1,2,3,15,0.4399999999999996,13.16666666666666,throw,False,9
3,1,20,1,2,2,13,0.4399999999999996,13.16666666666666,throw,False,10
0,1,21,3,8,10,0,2.4799999999999995,58.83333333333332,eat,False,9
