episode,end_step,max_berries,mean_berries,max_berries_consumed,mean_berries_consumed,gini_berries_consumed,mean_berries_thrown,max_health,mean_health,median_health,variance_health,deceased,num_emerged_norms
1,74,0,0.0,21,13.5,0.13888888888888884,24.75,3.8500000000000036,1.2250000000000005,0.3499999999999996,3.062500000000007,0,7
