agent_id,episode,step,berries,berries_consumed,berries_foraged,berries_thrown,health,wellbeing,action,dead,num_behaviours
0,1,0,1,0,1,0,0.94,21.5,move,False,1
1,1,0,1,0,1,0,0.94,21.5,move,False,1
2,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
3,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
0,1,1,0,1,1,0,1.23,20.5,eat,False,2
1,1,1,1,0,1,1,0.8799999999999999,20.5,throw,False,2
2,1,1,1,0,1,0,0.8799999999999999,20.5,move,False,1
3,1,1,0,0,0,1,0.8799999999999999,14.666666666666666,throw,False,2
0,1,2,0,1,1,0,1.17,19.5,move,False,2
1,1,2,0,0,1,2,0.8199999999999998,13.666666666666664,throw,False,2
2,1,2,1,0,1,1,0.8199999999999998,19.5,throw,False,2
3,1,2,2,0,1,1,0.8199999999999998,25.333333333333332,move,False,2
0,1,3,0,1,1,0,1.1099999999999999,18.5,move,False,2
1,1,3,0,0,1,3,0.7599999999999998,12.666666666666664,throw,False,2
2,1,3,1,0,1,2,0.7599999999999998,18.5,throw,False,2
3,1,3,2,0,1,2,0.7599999999999998,24.33333333333333,throw,False,3
0,1,4,1,1,2,0,1.0499999999999998,23.333333333333332,move,False,2
1,1,4,2,0,2,3,0.6999999999999997,23.33333333333333,move,False,2
2,1,4,2,0,2,3,0.6999999999999997,23.33333333333333,throw,False,2
3,1,4,1,0,1,3,0.6999999999999997,17.499999999999996,throw,False,3
0,1,5,0,2,2,0,1.3399999999999999,22.333333333333332,eat,False,2
1,1,5,2,0,2,4,0.6399999999999997,22.33333333333333,throw,False,3
2,1,5,1,0,2,4,0.6399999999999997,16.499999999999996,throw,False,3
3,1,5,2,0,1,4,0.6399999999999997,22.33333333333333,throw,False,4
0,1,6,0,2,2,0,1.2799999999999998,21.333333333333332,move,False,2
1,1,6,1,0,2,5,0.5799999999999996,15.499999999999995,throw,False,3
2,1,6,2,0,2,5,0.5799999999999996,21.33333333333333,throw,False,3
3,1,6,2,0,1,5,0.5799999999999996,21.33333333333333,throw,False,4
0,1,7,1,2,3,0,1.2199999999999998,26.166666666666664,move,False,2
1,1,7,2,0,2,6,0.5199999999999996,20.333333333333325,throw,False,3
2,1,7,2,0,2,6,0.5199999999999996,20.333333333333325,throw,False,3
3,1,7,1,0,1,6,0.5199999999999996,14.499999999999993,throw,False,4
0,1,8,0,3,3,0,1.5099999999999998,25.166666666666664,eat,False,2
1,1,8,2,0,2,7,0.4599999999999996,19.333333333333325,throw,False,3
2,1,8,2,0,2,7,0.4599999999999996,19.333333333333325,throw,False,3
3,1,8,1,0,1,7,0.4599999999999996,13.499999999999995,throw,False,4
0,1,9,0,3,3,0,1.4499999999999997,24.166666666666664,move,False,2
1,1,9,2,0,2,8,0.3999999999999996,18.33333333333333,throw,False,3
2,1,9,1,0,2,8,0.3999999999999996,12.499999999999993,throw,False,3
3,1,9,2,0,1,7,0.3999999999999996,18.33333333333333,move,False,5
0,1,10,1,3,4,0,1.3899999999999997,28.999999999999996,move,False,2
1,1,10,2,0,2,9,0.3399999999999996,17.33333333333333,throw,False,3
2,1,10,1,0,2,9,0.3399999999999996,11.499999999999993,throw,False,3
3,1,10,2,0,1,8,0.3399999999999996,17.33333333333333,throw,False,5
0,1,11,0,4,4,0,1.6799999999999997,27.999999999999996,eat,False,2
1,1,11,1,0,2,10,0.2799999999999996,10.499999999999993,throw,False,3
2,1,11,2,0,2,10,0.2799999999999996,16.333333333333325,throw,False,3
3,1,11,2,0,1,9,0.2799999999999996,16.333333333333325,throw,False,5
0,1,12,0,4,4,0,1.6199999999999997,26.999999999999996,move,False,2
1,1,12,0,1,2,10,0.5699999999999996,9.499999999999995,eat,False,4
2,1,12,1,1,2,10,0.5699999999999996,15.333333333333327,eat,False,4
3,1,12,1,1,1,9,0.5699999999999996,15.333333333333327,eat,False,6
0,1,13,1,4,5,0,1.5599999999999996,31.83333333333333,move,False,3
1,1,13,0,1,2,11,0.5099999999999996,8.499999999999993,throw,False,5
2,1,13,1,1,2,11,0.5099999999999996,14.333333333333327,throw,False,5
3,1,13,1,1,1,10,0.5099999999999996,14.333333333333327,throw,False,7
0,1,14,0,5,5,0,1.8499999999999996,30.83333333333333,eat,False,4
1,1,14,0,1,2,12,0.44999999999999957,7.499999999999993,throw,False,5
2,1,14,1,1,2,12,0.44999999999999957,13.333333333333327,throw,False,5
3,1,14,1,1,1,11,0.44999999999999957,13.333333333333327,throw,False,7
0,1,15,0,5,5,0,1.7899999999999996,29.83333333333333,move,False,4
1,1,15,1,1,2,13,0.38999999999999957,12.333333333333327,throw,False,5
2,1,15,0,1,2,13,0.38999999999999957,6.499999999999993,throw,False,5
3,1,15,1,1,1,12,0.38999999999999957,12.333333333333327,throw,False,7
0,1,16,1,5,6,0,1.7299999999999995,34.666666666666664,move,False,4
1,1,16,2,1,3,14,0.32999999999999957,17.16666666666666,throw,False,6
2,1,16,2,1,3,13,0.32999999999999957,17.16666666666666,move,False,6
3,1,16,0,1,1,13,0.32999999999999957,5.499999999999993,throw,False,8
0,1,17,0,6,6,0,2.0199999999999996,33.666666666666664,eat,False,4
1,1,17,1,1,3,15,0.2699999999999996,10.333333333333327,throw,False,6
2,1,17,2,1,3,14,0.2699999999999996,16.16666666666666,throw,False,7
3,1,17,1,1,1,13,0.2699999999999996,10.333333333333327,move,False,9
0,1,18,0,6,6,0,1.9599999999999995,32.66666666666666,move,False,4
1,1,18,0,2,3,15,0.5599999999999996,9.333333333333327,eat,False,6
2,1,18,1,2,3,14,0.5599999999999996,15.16666666666666,eat,False,8
3,1,18,0,2,1,13,0.5599999999999996,9.333333333333327,eat,False,10
0,1,19,1,6,7,0,1.8999999999999995,37.49999999999999,move,False,4
1,1,19,1,2,4,15,0.4999999999999996,14.16666666666666,move,False,7
2,1,19,0,2,3,15,0.4999999999999996,8.333333333333327,throw,False,8
3,1,19,1,2,1,13,0.4999999999999996,14.16666666666666,move,False,10
0,1,20,0,7,7,0,2.1899999999999995,36.49999999999999,eat,False,4
1,1,20,1,2,4,16,0.4399999999999996,13.16666666666666,throw,False,7
2,1,20,0,2,3,16,0.4399999999999996,7.333333333333327,throw,False,8
3,1,20,1,2,1,14,0.4399999999999996,13.16666666666666,throw,False,10
0,1,21,0,7,7,0,2.1299999999999994,35.49999999999999,move,False,4
