episode,end_step,max_berries,mean_berries,max_berries_consumed,mean_berries_consumed,gini_berries_consumed,mean_berries_thrown,max_health,mean_health,median_health,variance_health,deceased,num_emerged_norms
1,74,1,0.25,11,10.75,0.01744186046511631,40.75,0.3499999999999996,0.2624999999999997,0.3499999999999996,0.030624999999999934,1,9
