agent_id,episode,step,berries,berries_consumed,berries_foraged,berries_thrown,health,wellbeing,action,dead,num_behaviours
0,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
1,1,0,1,0,1,0,0.94,21.5,move,False,1
2,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
3,1,0,0,0,0,0,0.94,15.666666666666666,move,False,1
0,1,1,1,0,1,0,0.8799999999999999,20.5,move,False,1
1,1,1,0,1,1,0,1.23,20.5,eat,False,2
2,1,1,1,0,1,0,0.8799999999999999,20.5,move,False,1
3,1,1,1,0,1,0,0.8799999999999999,20.5,move,False,1
0,1,2,0,1,1,0,1.17,19.5,eat,False,2
1,1,2,1,1,2,0,1.17,25.333333333333336,move,False,2
2,1,2,0,1,1,0,1.17,19.5,eat,False,2
3,1,2,0,1,1,0,1.17,19.5,eat,False,2
0,1,3,0,1,1,0,1.1099999999999999,18.5,move,False,2
1,1,3,0,2,2,0,1.46,24.333333333333332,eat,False,2
2,1,3,1,1,2,0,1.1099999999999999,24.333333333333332,move,False,2
3,1,3,0,1,1,0,1.1099999999999999,18.5,move,False,2
0,1,4,1,1,2,0,1.0499999999999998,23.333333333333332,move,False,2
1,1,4,0,2,2,0,1.4,23.333333333333332,move,False,2
2,1,4,0,2,2,0,1.4,23.333333333333332,eat,False,2
3,1,4,1,1,2,0,1.0499999999999998,23.333333333333332,move,False,2
0,1,5,0,2,2,0,1.3399999999999999,22.333333333333332,eat,False,2
1,1,5,0,2,2,0,1.3399999999999999,22.333333333333332,move,False,2
2,1,5,0,2,2,0,1.3399999999999999,22.333333333333332,move,False,2
3,1,5,0,2,2,0,1.3399999999999999,22.333333333333332,eat,False,2
0,1,6,1,2,3,0,1.2799999999999998,27.166666666666664,move,False,2
1,1,6,0,2,2,0,1.2799999999999998,21.333333333333332,move,False,2
2,1,6,1,2,3,0,1.2799999999999998,27.166666666666664,move,False,2
3,1,6,0,2,2,0,1.2799999999999998,21.333333333333332,move,False,2
0,1,7,0,3,3,0,1.5699999999999998,26.166666666666664,eat,False,2
1,1,7,1,2,3,0,1.2199999999999998,26.166666666666664,move,False,2
2,1,7,0,3,3,0,1.5699999999999998,26.166666666666664,eat,False,2
3,1,7,0,2,2,0,1.2199999999999998,20.33333333333333,move,False,2
0,1,8,1,3,4,0,1.5099999999999998,31.0,move,False,2
1,1,8,0,3,3,0,1.5099999999999998,25.166666666666664,eat,False,2
2,1,8,1,3,4,0,1.5099999999999998,31.0,move,False,2
3,1,8,0,2,2,0,1.1599999999999997,19.33333333333333,move,False,2
0,1,9,0,4,4,0,1.7999999999999998,29.999999999999996,eat,False,2
1,1,9,0,3,3,0,1.4499999999999997,24.166666666666664,move,False,2
2,1,9,0,4,4,0,1.7999999999999998,29.999999999999996,eat,False,2
3,1,9,1,2,3,0,1.0999999999999996,24.166666666666664,move,False,2
0,1,10,1,4,5,0,1.7399999999999998,34.833333333333336,move,False,2
1,1,10,0,3,3,0,1.3899999999999997,23.16666666666666,move,False,2
2,1,10,0,4,4,0,1.7399999999999998,28.999999999999996,move,False,2
3,1,10,0,3,3,0,1.3899999999999997,23.16666666666666,eat,False,2
0,1,11,0,5,5,0,2.03,33.83333333333333,eat,False,2
1,1,11,0,3,3,0,1.3299999999999996,22.16666666666666,move,False,2
2,1,11,1,4,5,0,1.6799999999999997,33.83333333333333,move,False,2
3,1,11,0,3,3,0,1.3299999999999996,22.16666666666666,move,False,2
0,1,12,0,5,5,0,1.9699999999999998,32.83333333333333,move,False,2
1,1,12,0,3,3,0,1.2699999999999996,21.16666666666666,move,False,2
2,1,12,0,5,5,0,1.9699999999999998,32.83333333333333,eat,False,2
3,1,12,0,3,3,0,1.2699999999999996,21.16666666666666,move,False,2
0,1,13,1,5,6,0,1.9099999999999997,37.666666666666664,move,False,2
1,1,13,0,3,3,0,1.2099999999999995,20.16666666666666,move,False,2
2,1,13,0,5,5,0,1.9099999999999997,31.83333333333333,move,False,2
3,1,13,0,3,3,0,1.2099999999999995,20.16666666666666,move,False,2
0,1,14,0,6,6,0,2.1999999999999997,36.666666666666664,eat,False,2
1,1,14,0,3,3,0,1.1499999999999995,19.166666666666657,move,False,2
2,1,14,1,5,6,0,1.8499999999999996,36.666666666666664,move,False,2
3,1,14,1,3,4,0,1.1499999999999995,24.999999999999993,move,False,2
0,1,15,0,6,6,0,2.1399999999999997,35.666666666666664,move,False,2
1,1,15,1,3,4,0,1.0899999999999994,23.999999999999993,move,False,2
2,1,15,0,6,6,0,2.1399999999999997,35.666666666666664,eat,False,2
3,1,15,0,4,4,0,1.4399999999999995,23.999999999999993,eat,False,2
0,1,16,1,6,7,0,2.0799999999999996,40.5,move,False,2
1,1,16,0,4,4,0,1.3799999999999994,22.999999999999993,eat,False,2
2,1,16,0,6,6,0,2.0799999999999996,34.666666666666664,move,False,2
3,1,16,0,4,4,0,1.3799999999999994,22.999999999999993,move,False,2
0,1,17,0,7,7,0,2.3699999999999997,39.49999999999999,eat,False,2
1,1,17,1,4,5,0,1.3199999999999994,27.833333333333325,move,False,2
2,1,17,0,6,6,0,2.0199999999999996,33.666666666666664,move,False,2
3,1,17,0,4,4,0,1.3199999999999994,21.99999999999999,move,False,2
0,1,18,0,7,7,0,2.3099999999999996,38.49999999999999,move,False,2
1,1,18,0,5,5,0,1.6099999999999994,26.833333333333325,eat,False,2
2,1,18,1,6,7,0,1.9599999999999995,38.49999999999999,move,False,2
3,1,18,0,4,4,0,1.2599999999999993,20.99999999999999,move,False,2
0,1,19,1,7,8,0,2.2499999999999996,43.33333333333333,move,False,2
1,1,19,0,5,5,0,1.5499999999999994,25.833333333333325,move,False,2
2,1,19,0,7,7,0,2.2499999999999996,37.49999999999999,eat,False,2
3,1,19,0,4,4,0,1.1999999999999993,19.99999999999999,move,False,2
0,1,20,0,8,8,0,2.5399999999999996,42.33333333333333,eat,False,2
1,1,20,0,5,5,0,1.4899999999999993,24.83333333333332,move,False,2
