agent_id,episode,step,berries,berries_consumed,berries_foraged,berries_thrown,health,wellbeing,action,dead,num_behaviours
0,1,8,0,1,1,0,0.8099999999999996,13.499999999999995,move,False,2
1,1,8,0,1,1,0,0.8099999999999996,13.499999999999995,move,False,2
2,1,8,0,4,4,0,1.8599999999999999,31.0,move,False,2
3,1,8,0,3,3,0,1.5099999999999998,25.166666666666664,move,False,2
0,1,9,0,1,1,0,0.7499999999999996,12.499999999999993,move,False,2
1,1,9,0,1,1,0,0.7499999999999996,12.499999999999993,move,False,2
2,1,9,1,4,5,0,1.7999999999999998,35.833333333333336,move,False,2
3,1,9,0,3,3,0,1.4499999999999997,24.166666666666664,move,False,2
0,1,10,0,1,1,0,0.6899999999999995,11.499999999999993,move,False,2
1,1,10,0,1,1,0,0.6899999999999995,11.499999999999993,move,False,2
2,1,10,0,5,5,0,2.09,34.833333333333336,eat,False,2
3,1,10,0,3,3,0,1.3899999999999997,23.16666666666666,move,False,2
0,1,11,0,1,1,0,0.6299999999999994,10.499999999999991,move,False,3
1,1,11,0,1,1,0,0.6299999999999994,10.499999999999991,move,False,3
2,1,11,0,5,5,0,2.03,33.83333333333333,move,False,2
3,1,11,0,3,3,0,1.3299999999999996,22.16666666666666,move,False,2
0,1,12,1,1,2,0,0.5699999999999994,15.333333333333323,move,False,3
1,1,12,1,1,2,0,0.5699999999999994,15.333333333333323,move,False,3
2,1,12,1,5,6,0,1.9699999999999998,38.666666666666664,move,False,2
3,1,12,1,3,4,0,1.2699999999999996,26.999999999999996,move,False,2
0,1,13,0,2,2,0,0.8599999999999994,14.333333333333325,eat,False,4
1,1,13,0,2,2,0,0.8599999999999994,14.333333333333325,eat,False,4
2,1,13,0,6,6,0,2.26,37.666666666666664,eat,False,2
3,1,13,0,4,4,0,1.5599999999999996,25.999999999999993,eat,False,2
0,1,14,0,2,2,0,0.7999999999999994,13.333333333333323,move,False,4
1,1,14,0,2,2,0,0.7999999999999994,13.333333333333323,move,False,4
2,1,14,0,6,6,0,2.1999999999999997,36.666666666666664,move,False,2
3,1,14,0,4,4,0,1.4999999999999996,24.999999999999993,move,False,2
0,1,15,0,2,2,0,0.7399999999999993,12.333333333333323,move,False,4
1,1,15,0,2,2,0,0.7399999999999993,12.333333333333323,move,False,4
2,1,15,0,6,6,0,2.1399999999999997,35.666666666666664,move,False,2
3,1,15,1,4,5,0,1.4399999999999995,29.83333333333333,move,False,2
0,1,16,0,2,2,0,0.6799999999999993,11.333333333333321,move,False,4
1,1,16,0,2,2,0,0.6799999999999993,11.333333333333321,move,False,4
2,1,16,0,6,6,0,2.0799999999999996,34.666666666666664,move,False,2
3,1,16,0,5,5,0,1.7299999999999995,28.833333333333325,eat,False,2
0,1,17,0,2,2,0,0.6199999999999992,10.333333333333321,move,False,4
1,1,17,0,2,2,0,0.6199999999999992,10.333333333333321,move,False,4
2,1,17,0,6,6,0,2.0199999999999996,33.666666666666664,move,False,2
3,1,17,1,5,6,0,1.6699999999999995,33.666666666666664,move,False,2
0,1,18,1,2,3,0,0.5599999999999992,15.166666666666654,move,False,4
1,1,18,1,2,3,0,0.5599999999999992,15.166666666666654,move,False,4
2,1,18,0,6,6,0,1.9599999999999995,32.66666666666666,move,False,2
3,1,18,0,6,6,0,1.9599999999999995,32.66666666666666,eat,False,2
0,1,19,0,3,3,0,0.8499999999999992,14.166666666666654,eat,False,4
1,1,19,0,3,3,0,0.8499999999999992,14.166666666666654,eat,False,4
2,1,19,0,6,6,0,1.8999999999999995,31.666666666666657,move,False,2
3,1,19,1,6,7,0,1.8999999999999995,37.49999999999999,move,False,2
0,1,20,0,3,3,0,0.7899999999999991,13.166666666666654,move,False,4
1,1,20,0,3,3,0,0.7899999999999991,13.166666666666654,move,False,4
2,1,20,1,6,7,0,1.8399999999999994,36.49999999999999,move,False,2
3,1,20,0,7,7,0,2.1899999999999995,36.49999999999999,eat,False,2
0,1,21,0,3,3,0,0.7299999999999991,12.166666666666652,move,False,4
1,1,21,0,3,3,0,0.7299999999999991,12.166666666666652,move,False,4
2,1,21,0,7,7,0,2.1299999999999994,35.49999999999999,eat,False,2
