episode,behaviour,first_seen,last_seen,times_emerged,max_adoption
1,"IF,no berries,high health,medium society wellbeing,THEN,move",0,74,75,1.0
1,"IF,low berries,high health,medium society wellbeing,THEN,eat",2,74,73,1.0
1,"IF,no berries,high health,low society wellbeing,THEN,move",30,74,45,1.0
1,"IF,low berries,high health,low society wellbeing,THEN,eat",68,74,7,0.75
