episode,behaviour,first_seen,last_seen,times_emerged,max_adoption
1,"IF,no berries,high health,medium society wellbeing,THEN,move",0,74,75,1.0
1,"IF,low berries,high health,medium society wellbeing,THEN,eat",1,74,74,1.0
1,"IF,no berries,high health,high society wellbeing,THEN,move",12,74,63,1.0
1,"IF,low berries,high health,high society wellbeing,THEN,eat",14,74,61,1.0
1,"IF,no berries,high health,low society wellbeing,THEN,move",70,74,5,0.75
1,"IF,low berries,high health,low society wellbeing,THEN,eat",71,74,4,0.75
