episode,behaviour,first_seen,last_seen,times_emerged,max_adoption
1,"IF,no berries,high health,medium society wellbeing,THEN,move",0,74,75,1.0
1,"IF,low berries,high health,medium society wellbeing,THEN,eat",3,74,72,0.75
1,"IF,no berries,high health,high society wellbeing,THEN,move",18,74,57,1.0
1,"IF,low berries,high health,high society wellbeing,THEN,eat",18,74,57,1.0
