episode,end_step,max_berries,mean_berries,max_berries_consumed,mean_berries_consumed,gini_berries_consumed,mean_berries_thrown,max_health,mean_health,median_health,variance_health,deceased,num_emerged_norms
1,74,0,0.0,23,20.0,0.06875000000000009,0.0,4.5500000000000105,3.5000000000000018,3.6749999999999994,1.061666666666676,0,4
